country,year,age,birth_order,asfr_period
Belarus,2000,40,4,0.00069
Belarus,2000,40,5p,0.00075
Belarus,2000,40,total,0.00422
Belarus,2000,50,1,0.0
Belarus,2000,50,2,0.0
Belarus,2000,50,3,0.0
Belarus,2000,50,4,0.0
Belarus,2000,50,5p,0.0
Belarus,2000,50,total,0.0
Belarus,2000,55+,1,0.0
Belarus,2000,55+,2,0.0
Belarus,2000,55+,3,0.0
Belarus,2000,55+,4,0.0
Belarus,2000,55+,5p,0.0
Belarus,2000,55+,total,0.0
Belarus,2001,12-,1,0.0
Belarus,2001,12-,2,0.0
Belarus,2001,12-,3,0.0
Belarus,2001,12-,4,0.0
Belarus,2001,12-,5p,0.0
Belarus,2001,12-,total,0.0
Belarus,2001,20,1,0.08594
Belarus,2001,20,2,0.00942
Belarus,2001,20,3,0.00076
Belarus,2001,20,4,0.00014
Belarus,2001,20,5p,0.0
Belarus,2001,20,total,0.09626
Belarus,2001,30,1,0.01263
Belarus,2001,30,2,0.02944
Belarus,2001,30,3,0.00614
Belarus,2001,30,4,0.00161
Belarus,2001,30,5p,0.00131
Belarus,2001,30,total,0.05113
Belarus,2001,40,1,0.00078
Belarus,2001,40,2,0.00126
Belarus,2001,40,3,0.00133
Belarus,2001,40,4,0.00053
Belarus,2001,40,5p,0.00078
Belarus,2001,40,total,0.00467
Belarus,2001,50,1,0.0
Belarus,2001,50,2,0.0
Belarus,2001,50,3,1e-05
Belarus,2001,50,4,0.0
Belarus,2001,50,5p,0.0
Belarus,2001,50,total,1e-05
Belarus,2001,55+,1,0.0
Belarus,2001,55+,2,0.0
Belarus,2001,55+,3,0.0
Belarus,2001,55+,4,0.0
Belarus,2001,55+,5p,0.0
Belarus,2001,55+,total,0.0
Belarus,2002,12-,1,0.0
Belarus,2002,12-,2,0.0
Belarus,2002,12-,3,0.0
Belarus,2002,12-,4,0.0
Belarus,2002,12-,5p,0.0
Belarus,2002,12-,total,0.0
Belarus,2002,20,1,0.08031
Belarus,2002,20,2,0.00822
Belarus,2002,20,3,0.00084
Belarus,2002,20,4,7e-05
Belarus,2002,20,5p,0.0
Belarus,2002,20,total,0.08944
Belarus,2002,30,1,0.01299
Belarus,2002,30,2,0.02845
Belarus,2002,30,3,0.00608
Belarus,2002,30,4,0.00147
Belarus,2002,30,5p,0.0011
Belarus,2002,30,total,0.05009
Belarus,2002,40,1,0.00071
Belarus,2002,40,2,0.00114
Belarus,2002,40,3,0.00125
Belarus,2002,40,4,0.00051
Belarus,2002,40,5p,0.00058
Belarus,2002,40,total,0.00419
Belarus,2002,50,1,0.0
Belarus,2002,50,2,0.0
Belarus,2002,50,3,1e-05
Belarus,2002,50,4,0.0
Belarus,2002,50,5p,0.0
Belarus,2002,50,total,1e-05
Belarus,2002,55+,1,0.0
Belarus,2002,55+,2,0.0
Belarus,2002,55+,3,0.0
Belarus,2002,55+,4,0.0
Belarus,2002,55+,5p,0.0
Belarus,2002,55+,total,0.0
Belarus,2003,12-,1,0.0
Belarus,2003,12-,2,0.0
Belarus,2003,12-,3,0.0
Belarus,2003,12-,4,0.0
Belarus,2003,12-,5p,0.0
Belarus,2003,12-,total,0.0
Belarus,2003,20,1,0.07395
Belarus,2003,20,2,0.00819
Belarus,2003,20,3,0.00064
Belarus,2003,20,4,9e-05
Belarus,2003,20,5p,0.0
Belarus,2003,20,total,0.08287
Belarus,2003,30,1,0.01343
Belarus,2003,30,2,0.02729
Belarus,2003,30,3,0.00595
Belarus,2003,30,4,0.00142
Belarus,2003,30,5p,0.00111
Belarus,2003,30,total,0.0492
Belarus,2003,40,1,0.00079
Belarus,2003,40,2,0.00138
Belarus,2003,40,3,0.00134
Belarus,2003,40,4,0.00043
Belarus,2003,40,5p,0.00066
Belarus,2003,40,total,0.0046
Belarus,2003,50,1,0.0
Belarus,2003,50,2,0.0
Belarus,2003,50,3,0.0
Belarus,2003,50,4,0.0
Belarus,2003,50,5p,0.0
Belarus,2003,50,total,0.0
Belarus,2003,55+,1,0.0
Belarus,2003,55+,2,0.0
Belarus,2003,55+,3,0.0
Belarus,2003,55+,4,0.0
Belarus,2003,55+,5p,0.0
Belarus,2003,55+,total,0.0
Belarus,2004,12-,1,0.0
Belarus,2004,12-,2,0.0
Belarus,2004,12-,3,0.0
Belarus,2004,12-,4,0.0
Belarus,2004,12-,5p,0.0
Belarus,2004,12-,total,0.0
Belarus,2004,20,1,0.07149
Belarus,2004,20,2,0.00736
Belarus,2004,20,3,0.00068
Belarus,2004,20,4,3e-05
Belarus,2004,20,5p,0.0
Belarus,2004,20,total,0.07955
Belarus,2004,30,1,0.01436
Belarus,2004,30,2,0.02903
Belarus,2004,30,3,0.00602
Belarus,2004,30,4,0.0016
Belarus,2004,30,5p,0.00105
Belarus,2004,30,total,0.05205
Belarus,2004,40,1,0.00082
Belarus,2004,40,2,0.00142
Belarus,2004,40,3,0.00125
Belarus,2004,40,4,0.0006
Belarus,2004,40,5p,0.00065
Belarus,2004,40,total,0.00474
Belarus,2004,50,1,0.0
Belarus,2004,50,2,0.0
Belarus,2004,50,3,0.0
Belarus,2004,50,4,0.0
Belarus,2004,50,5p,0.0
Belarus,2004,50,total,0.0
Belarus,2004,55+,1,0.0
Belarus,2004,55+,2,0.0
Belarus,2004,55+,3,0.0
Belarus,2004,55+,4,0.0
Belarus,2004,55+,5p,0.0
Belarus,2004,55+,total,0.0
Belarus,2005,12-,1,0.0
Belarus,2005,12-,2,0.0
Belarus,2005,12-,3,0.0
Belarus,2005,12-,4,0.0
Belarus,2005,12-,5p,0.0
Belarus,2005,12-,total,0.0
Belarus,2005,20,1,0.0679
Belarus,2005,20,2,0.00721
Belarus,2005,20,3,0.00066
Belarus,2005,20,4,4e-05
Belarus,2005,20,5p,0.0
Belarus,2005,20,total,0.07581
Belarus,2005,30,1,0.01576
Belarus,2005,30,2,0.03083
Belarus,2005,30,3,0.00685
Belarus,2005,30,4,0.00183
Belarus,2005,30,5p,0.00081
Belarus,2005,30,total,0.05608
Belarus,2005,40,1,0.00078
Belarus,2005,40,2,0.00158
Belarus,2005,40,3,0.0015
Belarus,2005,40,4,0.00078
Belarus,2005,40,5p,0.00059
Belarus,2005,40,total,0.00522
Belarus,2005,50,1,0.0
Belarus,2005,50,2,0.0
Belarus,2005,50,3,1e-05
Belarus,2005,50,4,0.0
Belarus,2005,50,5p,0.0
Belarus,2005,50,total,1e-05
Belarus,2005,55+,1,0.0
Belarus,2005,55+,2,0.0
Belarus,2005,55+,3,0.0
Belarus,2005,55+,4,0.0
Belarus,2005,55+,5p,0.0
Belarus,2005,55+,total,0.0
Belarus,2006,12-,1,0.0
Belarus,2006,12-,2,0.0
Belarus,2006,12-,3,0.0
Belarus,2006,12-,4,0.0
Belarus,2006,12-,5p,0.0
Belarus,2006,12-,total,0.0
Belarus,2006,20,1,0.06872
Belarus,2006,20,2,0.00739
Belarus,2006,20,3,0.00048
Belarus,2006,20,4,7e-05
Belarus,2006,20,5p,0.0
Belarus,2006,20,total,0.07665
Belarus,2006,30,1,0.01678
Belarus,2006,30,2,0.03443
Belarus,2006,30,3,0.00806
Belarus,2006,30,4,0.00186
Belarus,2006,30,5p,0.00103
Belarus,2006,30,total,0.06216
Belarus,2006,40,1,0.00074
Belarus,2006,40,2,0.0016
Belarus,2006,40,3,0.00156
Belarus,2006,40,4,0.00064
Belarus,2006,40,5p,0.00069
Belarus,2006,40,total,0.00522
Belarus,2006,50,1,0.0
Belarus,2006,50,2,0.0
Belarus,2006,50,3,0.0
Belarus,2006,50,4,0.0
Belarus,2006,50,5p,0.0
Belarus,2006,50,total,0.0
Belarus,2006,55+,1,0.0
Belarus,2006,55+,2,0.0
Belarus,2006,55+,3,0.0
Belarus,2006,55+,4,0.0
Belarus,2006,55+,5p,0.0
Belarus,2006,55+,total,0.0
Belarus,2007,12-,1,0.0
Belarus,2007,12-,2,0.0
Belarus,2007,12-,3,0.0
Belarus,2007,12-,4,0.0
Belarus,2007,12-,5p,0.0
Belarus,2007,12-,total,0.0
Belarus,2007,20,1,0.06883
Belarus,2007,20,2,0.0079
Belarus,2007,20,3,0.00059
Belarus,2007,20,4,1e-05
Belarus,2007,20,5p,0.0
Belarus,2007,20,total,0.07734
Belarus,2007,30,1,0.01866
Belarus,2007,30,2,0.03901
Belarus,2007,30,3,0.00909
Belarus,2007,30,4,0.00229
Belarus,2007,30,5p,0.00124
Belarus,2007,30,total,0.07028
Belarus,2007,40,1,0.00074
Belarus,2007,40,2,0.00202
Belarus,2007,40,3,0.00177
Belarus,2007,40,4,0.00089
Belarus,2007,40,5p,0.00105
Belarus,2007,40,total,0.00647
Belarus,2007,50,1,0.0
Belarus,2007,50,2,0.0
Belarus,2007,50,3,0.0
Belarus,2007,50,4,0.0
Belarus,2007,50,5p,0.0
Belarus,2007,50,total,0.0
Belarus,2007,55+,1,0.0
Belarus,2007,55+,2,0.0
Belarus,2007,55+,3,0.0
Belarus,2007,55+,4,0.0
Belarus,2007,55+,5p,0.0
Belarus,2007,55+,total,0.0
Belarus,2008,12-,1,0.0
Belarus,2008,12-,2,0.0
Belarus,2008,12-,3,0.0
Belarus,2008,12-,4,0.0
Belarus,2008,12-,5p,0.0
Belarus,2008,12-,total,0.0
Belarus,2008,20,1,0.06594
Belarus,2008,20,2,0.00748
Belarus,2008,20,3,0.00066
Belarus,2008,20,4,5e-05
Belarus,2008,20,5p,0.0
Belarus,2008,20,total,0.07414
Belarus,2008,30,1,0.02035
Belarus,2008,30,2,0.04103
Belarus,2008,30,3,0.00939
Belarus,2008,30,4,0.00174
Belarus,2008,30,5p,0.0011
Belarus,2008,30,total,0.0736
Belarus,2008,40,1,0.00079
Belarus,2008,40,2,0.00266
Belarus,2008,40,3,0.00186
Belarus,2008,40,4,0.00076
Belarus,2008,40,5p,0.00089
Belarus,2008,40,total,0.00697
Belarus,2008,50,1,0.0
Belarus,2008,50,2,1e-05
Belarus,2008,50,3,1e-05
Belarus,2008,50,4,0.0
Belarus,2008,50,5p,0.0
Belarus,2008,50,total,2e-05
Belarus,2008,55+,1,0.0
Belarus,2008,55+,2,0.0
Belarus,2008,55+,3,0.0
Belarus,2008,55+,4,0.0
Belarus,2008,55+,5p,0.0
Belarus,2008,55+,total,0.0
Belarus,2009,12-,1,0.0
Belarus,2009,12-,2,0.0
Belarus,2009,12-,3,0.0
Belarus,2009,12-,4,0.0
Belarus,2009,12-,5p,0.0
Belarus,2009,12-,total,0.0
Belarus,2009,20,1,0.06241
Belarus,2009,20,2,0.00694
Belarus,2009,20,3,0.00054
Belarus,2009,20,4,5e-05
Belarus,2009,20,5p,0.0
Belarus,2009,20,total,0.06994
Belarus,2009,30,1,0.02131
Belarus,2009,30,2,0.04257
Belarus,2009,30,3,0.00888
Belarus,2009,30,4,0.00221
Belarus,2009,30,5p,0.00123
Belarus,2009,30,total,0.0762
Belarus,2009,40,1,0.0009
Belarus,2009,40,2,0.00275
Belarus,2009,40,3,0.00247
Belarus,2009,40,4,0.00073
Belarus,2009,40,5p,0.00067
Belarus,2009,40,total,0.00753
Belarus,2009,50,1,0.0
Belarus,2009,50,2,0.0
Belarus,2009,50,3,0.0
Belarus,2009,50,4,0.0
Belarus,2009,50,5p,0.0
Belarus,2009,50,total,0.0
Belarus,2009,55+,1,0.0
Belarus,2009,55+,2,0.0
Belarus,2009,55+,3,0.0
Belarus,2009,55+,4,0.0
Belarus,2009,55+,5p,0.0
Belarus,2009,55+,total,0.0
Belarus,2010,12-,1,0.0
Belarus,2010,12-,2,0.0
Belarus,2010,12-,3,0.0
Belarus,2010,12-,4,0.0
Belarus,2010,12-,5p,0.0
Belarus,2010,12-,total,0.0
Belarus,2010,20,1,0.05716
Belarus,2010,20,2,0.00759
Belarus,2010,20,3,0.00051
Belarus,2010,20,4,7e-05
Belarus,2010,20,5p,1e-05
Belarus,2010,20,total,0.06535
Belarus,2010,30,1,0.02264
Belarus,2010,30,2,0.04406
Belarus,2010,30,3,0.01001
Belarus,2010,30,4,0.00214
Belarus,2010,30,5p,0.00115
Belarus,2010,30,total,0.08
Belarus,2010,40,1,0.00091
Belarus,2010,40,2,0.00303
Belarus,2010,40,3,0.00218
Belarus,2010,40,4,0.00081
Belarus,2010,40,5p,0.00111
Belarus,2010,40,total,0.00803
Belarus,2010,50,1,0.0
Belarus,2010,50,2,0.0
Belarus,2010,50,3,0.0
Belarus,2010,50,4,0.0
Belarus,2010,50,5p,0.0
Belarus,2010,50,total,0.0
Belarus,2010,55+,1,0.0
Belarus,2010,55+,2,0.0
Belarus,2010,55+,3,0.0
Belarus,2010,55+,4,0.0
Belarus,2010,55+,5p,0.0
Belarus,2010,55+,total,0.0
Belarus,2011,12-,1,0.0
Belarus,2011,12-,2,0.0
Belarus,2011,12-,3,0.0
Belarus,2011,12-,4,0.0
Belarus,2011,12-,5p,0.0
Belarus,2011,12-,total,0.0
Belarus,2011,20,1,0.05608
Belarus,2011,20,2,0.00796
Belarus,2011,20,3,0.00057
Belarus,2011,20,4,5e-05
Belarus,2011,20,5p,2e-05
Belarus,2011,20,total,0.06466
Belarus,2011,30,1,0.0235
Belarus,2011,30,2,0.04476
Belarus,2011,30,3,0.01046
Belarus,2011,30,4,0.0017
Belarus,2011,30,5p,0.00106
Belarus,2011,30,total,0.08148
Belarus,2011,40,1,0.00113
Belarus,2011,40,2,0.00333
Belarus,2011,40,3,0.00244
Belarus,2011,40,4,0.00091
Belarus,2011,40,5p,0.00084
Belarus,2011,40,total,0.00864
Belarus,2011,50,1,1e-05
Belarus,2011,50,2,0.0
Belarus,2011,50,3,1e-05
Belarus,2011,50,4,0.0
Belarus,2011,50,5p,0.0
Belarus,2011,50,total,2e-05
Belarus,2011,55+,1,0.0
Belarus,2011,55+,2,0.0
Belarus,2011,55+,3,0.0
Belarus,2011,55+,4,0.0
Belarus,2011,55+,5p,0.0
Belarus,2011,55+,total,0.0
Belarus,2012,12-,1,0.0
Belarus,2012,12-,2,0.0
Belarus,2012,12-,3,0.0
Belarus,2012,12-,4,0.0
Belarus,2012,12-,5p,0.0
Belarus,2012,12-,total,0.0
Belarus,2012,20,1,0.059
Belarus,2012,20,2,0.0074
Belarus,2012,20,3,0.00073
Belarus,2012,20,4,2e-05
Belarus,2012,20,5p,0.0
Belarus,2012,20,total,0.06715
Belarus,2012,30,1,0.02572
Belarus,2012,30,2,0.04746
Belarus,2012,30,3,0.01133
Belarus,2012,30,4,0.0025
Belarus,2012,30,5p,0.00109
Belarus,2012,30,total,0.0881
Belarus,2012,40,1,0.00115
Belarus,2012,40,2,0.00377
Belarus,2012,40,3,0.00272
Belarus,2012,40,4,0.00108
Belarus,2012,40,5p,0.00078
Belarus,2012,40,total,0.00949
Belarus,2012,50,1,1e-05
Belarus,2012,50,2,0.0
Belarus,2012,50,3,0.0
Belarus,2012,50,4,0.0
Belarus,2012,50,5p,0.0
Belarus,2012,50,total,1e-05
Belarus,2012,55+,1,0.0
Belarus,2012,55+,2,0.0
Belarus,2012,55+,3,0.0
Belarus,2012,55+,4,0.0
Belarus,2012,55+,5p,0.0
Belarus,2012,55+,total,0.0
Belarus,2013,12-,1,0.0
Belarus,2013,12-,2,0.0
Belarus,2013,12-,3,0.0
Belarus,2013,12-,4,0.0
Belarus,2013,12-,5p,0.0
Belarus,2013,12-,total,0.0
Belarus,2013,20,1,0.05515
Belarus,2013,20,2,0.00907
Belarus,2013,20,3,0.00067
Belarus,2013,20,4,1e-04
Belarus,2013,20,5p,0.0
Belarus,2013,20,total,0.06499
Belarus,2013,30,1,0.02567
Belarus,2013,30,2,0.05191
Belarus,2013,30,3,0.01274
Belarus,2013,30,4,0.00266
Belarus,2013,30,5p,0.00095
Belarus,2013,30,total,0.09393
Belarus,2013,40,1,0.00149
Belarus,2013,40,2,0.00422
Belarus,2013,40,3,0.00309
Belarus,2013,40,4,0.00113
Belarus,2013,40,5p,0.001
Belarus,2013,40,total,0.01093
Belarus,2013,50,1,0.0
Belarus,2013,50,2,0.0
Belarus,2013,50,3,0.0
Belarus,2013,50,4,0.0
Belarus,2013,50,5p,0.0
Belarus,2013,50,total,0.0
Belarus,2013,55+,1,0.0
Belarus,2013,55+,2,0.0
Belarus,2013,55+,3,0.0
Belarus,2013,55+,4,0.0
Belarus,2013,55+,5p,0.0
Belarus,2013,55+,total,0.0
Belarus,2014,12-,1,0.0
Belarus,2014,12-,2,0.0
Belarus,2014,12-,3,0.0
Belarus,2014,12-,4,0.0
Belarus,2014,12-,5p,0.0
Belarus,2014,12-,total,0.0
Belarus,2014,20,1,0.0543
Belarus,2014,20,2,0.01005
Belarus,2014,20,3,0.0008
Belarus,2014,20,4,4e-05
Belarus,2014,20,5p,0.0
Belarus,2014,20,total,0.06519
Belarus,2014,30,1,0.02682
Belarus,2014,30,2,0.05197
Belarus,2014,30,3,0.01304
Belarus,2014,30,4,0.00266
Belarus,2014,30,5p,0.0009
Belarus,2014,30,total,0.09539
Belarus,2014,40,1,0.00158
Belarus,2014,40,2,0.00497
Belarus,2014,40,3,0.00342
Belarus,2014,40,4,0.00145
Belarus,2014,40,5p,0.00107
Belarus,2014,40,total,0.01249
Belarus,2014,50,1,0.0
Belarus,2014,50,2,0.0
Belarus,2014,50,3,0.0
Belarus,2014,50,4,0.0
Belarus,2014,50,5p,0.0
Belarus,2014,50,total,0.0
Belarus,2014,55+,1,0.0
Belarus,2014,55+,2,0.0
Belarus,2014,55+,3,0.0
Belarus,2014,55+,4,0.0
Belarus,2014,55+,5p,0.0
Belarus,2014,55+,total,0.0
Belarus,2015,12-,1,0.0
Belarus,2015,12-,2,0.0
Belarus,2015,12-,3,0.0
Belarus,2015,12-,4,0.0
Belarus,2015,12-,5p,0.0
Belarus,2015,12-,total,0.0
Belarus,2015,20,1,0.05128
Belarus,2015,20,2,0.01008
Belarus,2015,20,3,0.00098
Belarus,2015,20,4,8e-05
Belarus,2015,20,5p,2e-05
Belarus,2015,20,total,0.06244
Belarus,2015,30,1,0.02739
Belarus,2015,30,2,0.05313
Belarus,2015,30,3,0.01568
Belarus,2015,30,4,0.00346
Belarus,2015,30,5p,0.00122
Belarus,2015,30,total,0.10088
Belarus,2015,40,1,0.00172
Belarus,2015,40,2,0.00511
Belarus,2015,40,3,0.0038
Belarus,2015,40,4,0.0015
Belarus,2015,40,5p,0.0011
Belarus,2015,40,total,0.01323
Belarus,2015,50,1,0.0
Belarus,2015,50,2,0.0
Belarus,2015,50,3,0.0
Belarus,2015,50,4,0.0
Belarus,2015,50,5p,0.0
Belarus,2015,50,total,0.0
Belarus,2015,55+,1,0.0
Belarus,2015,55+,2,0.0
Belarus,2015,55+,3,0.0
Belarus,2015,55+,4,0.0
Belarus,2015,55+,5p,0.0
Belarus,2015,55+,total,0.0
Belarus,2016,12-,1,0.0
Belarus,2016,12-,2,0.0
Belarus,2016,12-,3,0.0
Belarus,2016,12-,4,0.0
Belarus,2016,12-,5p,0.0
Belarus,2016,12-,total,0.0
Belarus,2016,20,1,0.04867
Belarus,2016,20,2,0.00997
Belarus,2016,20,3,0.00097
Belarus,2016,20,4,0.00013
Belarus,2016,20,5p,2e-05
Belarus,2016,20,total,0.05976
Belarus,2016,30,1,0.02862
Belarus,2016,30,2,0.0532
Belarus,2016,30,3,0.01733
Belarus,2016,30,4,0.0033
Belarus,2016,30,5p,0.00141
Belarus,2016,30,total,0.10385
Belarus,2016,40,1,0.0016
Belarus,2016,40,2,0.00497
Belarus,2016,40,3,0.00395
Belarus,2016,40,4,0.00156
Belarus,2016,40,5p,0.0012
Belarus,2016,40,total,0.01328
Belarus,2016,50,1,0.0
Belarus,2016,50,2,0.0
Belarus,2016,50,3,0.0
Belarus,2016,50,4,1e-05
Belarus,2016,50,5p,0.0
Belarus,2016,50,total,1e-05
Belarus,2016,55+,1,0.0
Belarus,2016,55+,2,0.0
Belarus,2016,55+,3,0.0
Belarus,2016,55+,4,0.0
Belarus,2016,55+,5p,0.0
Belarus,2016,55+,total,0.0
Belarus,2017,12-,1,0.0
Belarus,2017,12-,2,0.0
Belarus,2017,12-,3,0.0
Belarus,2017,12-,4,0.0
Belarus,2017,12-,5p,0.0
Belarus,2017,12-,total,0.0
Belarus,2017,20,1,0.04144
Belarus,2017,20,2,0.00863
Belarus,2017,20,3,0.00094
Belarus,2017,20,4,7e-05
Belarus,2017,20,5p,2e-05
Belarus,2017,20,total,0.05111
Belarus,2017,30,1,0.02608
Belarus,2017,30,2,0.04695
Belarus,2017,30,3,0.0154
Belarus,2017,30,4,0.00378
Belarus,2017,30,5p,0.00109
Belarus,2017,30,total,0.09329
Belarus,2017,40,1,0.00182
Belarus,2017,40,2,0.00493
Belarus,2017,40,3,0.00418
Belarus,2017,40,4,0.00176
Belarus,2017,40,5p,0.0014
Belarus,2017,40,total,0.01409
Belarus,2017,50,1,0.0
Belarus,2017,50,2,0.0
Belarus,2017,50,3,0.0
Belarus,2017,50,4,0.0
Belarus,2017,50,5p,0.0
Belarus,2017,50,total,0.0
Belarus,2017,55+,1,0.0
Belarus,2017,55+,2,0.0
Belarus,2017,55+,3,0.0
Belarus,2017,55+,4,0.0
Belarus,2017,55+,5p,0.0
Belarus,2017,55+,total,0.0
Belarus,2018,12-,1,0.0
Belarus,2018,12-,2,0.0
Belarus,2018,12-,3,0.0
Belarus,2018,12-,4,0.0
Belarus,2018,12-,5p,0.0
Belarus,2018,12-,total,0.0
Belarus,2018,20,1,0.03779
Belarus,2018,20,2,0.00802
Belarus,2018,20,3,0.00095
Belarus,2018,20,4,7e-05
Belarus,2018,20,5p,0.0
Belarus,2018,20,total,0.04683
Belarus,2018,30,1,0.02405
Belarus,2018,30,2,0.04205
Belarus,2018,30,3,0.01359
Belarus,2018,30,4,0.00304
Belarus,2018,30,5p,0.00148
Belarus,2018,30,total,0.08422
Belarus,2018,40,1,0.00184
Belarus,2018,40,2,0.00421
Belarus,2018,40,3,0.00387
Belarus,2018,40,4,0.00177
Belarus,2018,40,5p,0.00144
Belarus,2018,40,total,0.01314
Belarus,2018,50,1,0.0
Belarus,2018,50,2,2e-05
Belarus,2018,50,3,2e-05
Belarus,2018,50,4,0.0
Belarus,2018,50,5p,0.0
Belarus,2018,50,total,3e-05
Belarus,2018,55+,1,1e-05
Belarus,2018,55+,2,0.0
Belarus,2018,55+,3,1e-05
Belarus,2018,55+,4,1e-05
Belarus,2018,55+,5p,1e-05
Belarus,2018,55+,total,5e-05
