zone_id,year,dn_sum,lit_km2
r-ivanauski,2021,3571.0,198.331
r-ivacevicki,2021,5274.0,227.733
r-kamianiecki,2021,5700.0,379.445
r-kobrynski,2021,7585.0,347.082
r-luniniecki,2021,7885.0,301.487
r-lachavicki,2021,2981.0,196.094
r-malarycki,2021,2112.0,144.264
r-pinski,2021,11423.0,483.668
r-pruzhanski,2021,5869.0,379.591
r-stolinski,2021,6745.0,373.472
r-arshanski,2021,37935.0,1260.019
r-bieshankovicki,2021,2205.0,132.598
r-braslauski,2021,5114.0,298.761
r-vierchniadzvinski,2021,7607.0,439.731
r-viciebski,2021,51268.0,1380.248
r-haradocki,2021,6803.0,282.793
r-hlybocki,2021,7690.0,370.91
r-dokshycki,2021,6093.0,282.353
r-dubrovienski,2021,8236.0,391.399
r-loznienski,2021,8548.0,485.143
r-lepielski,2021,9018.0,352.262
r-mijorski,2021,5348.0,231.366
r-pastauski,2021,5929.0,322.858
r-polacki,2021,40365.0,1096.072
r-rasonski,2021,1232.0,64.201
r-siennienski,2021,7061.0,411.564
r-talachynski,2021,5318.0,300.332
r-ushacki,2021,540.0,33.413
r-chashnicki,2021,4968.0,250.793
r-sharkoushchynski,2021,3625.0,195.71
r-shumilinski,2021,4476.0,202.825
r-akciabrski,2021,2197.0,104.985
r-brahinski,2021,893.0,66.164
r-buda-kashalouski,2021,9862.0,630.738
r-vietkauski,2021,4915.0,265.383
r-homielski,2021,52159.0,1581.302
r-dobrushski,2021,7963.0,472.452
r-jelski,2021,2255.0,132.564
r-zhlobinski,2021,14148.0,522.733
r-zhytkavicki,2021,2878.0,179.059
r-kalinkavicki,2021,5065.0,215.816
r-karmianski,2021,6049.0,367.831
r-lelchycki,2021,1008.0,60.804
r-lojeuski,2021,1250.0,75.208
r-mazyrski,2021,18412.0,460.752
r-naraulanski,2021,2377.0,141.578
r-pietrykauski,2021,3003.0,174.165
r-rahachouski,2021,11783.0,690.94
r-rechycki,2021,14135.0,654.01
r-svietlahorski,2021,9991.0,402.306
r-chojnicki,2021,1262.0,69.037
r-chacherski,2021,1025.0,73.15
r-astraviecki,2021,15879.0,737.576
r-ashmianski,2021,7390.0,290.866
r-bierastavicki,2021,6368.0,391.693
r-vaukavyski,2021,12465.0,580.501
r-voranauski,2021,7702.0,491.063
r-hrodzienski,2021,45934.0,1637.274
r-dziatlauski,2021,4632.0,218.395
r-zelvienski,2021,2849.0,151.133
r-iujeuski,2021,8095.0,524.345
r-karelicki,2021,6552.0,381.539
r-lidski,2021,16694.0,576.795
r-mastouski,2021,4969.0,193.372
r-navahrudski,2021,9320.0,426.423
r-svislacki,2021,3359.0,200.481
r-slonimski,2021,10446.0,464.692
r-smarhonski,2021,11141.0,455.383
r-shchuchynski,2021,10158.0,636.869
r-barysauski,2021,34707.0,1280.041
r-biarezinski,2021,10111.0,573.462
r-valozhynski,2021,9577.0,587.437
r-vilejski,2021,7549.0,397.644
r-dziarzhynski,2021,19216.0,711.532
r-kapylski,2021,7735.0,478.595
r-klecki,2021,2514.0,164.718
r-krupski,2021,11998.0,679.606
r-lahojski,2021,22579.0,1137.836
r-lubanski,2021,9740.0,509.565
r-maladziechanski,2021,15973.0,711.512
r-minski,2021,120798.0,1926.127
r-miadzielski,2021,3439.0,229.111
r-niasvizhski,2021,9443.0,426.811
r-puchavicki,2021,18308.0,806.2
r-salihorski,2021,21274.0,702.845
r-slucki,2021,9828.0,465.07
r-smalavicki,2021,41820.0,1152.217
r-staradarozhski,2021,5241.0,256.517
r-staubcouski,2021,5399.0,303.676
r-uzdzienski,2021,4227.0,227.753
r-chervienski,2021,11532.0,555.567
r-asipovicki,2021,6350.0,273.764
r-babrujski,2021,15941.0,560.393
r-bychauski,2021,2782.0,136.1
r-bialynicki,2021,2589.0,174.628
r-hluski,2021,1582.0,61.26
r-horacki,2021,4070.0,194.304
r-drybinski,2021,210.0,15.129
r-kasciukovicki,2021,2389.0,111.432
r-kirauski,2021,3628.0,185.939
r-klimavicki,2021,1788.0,113.307
r-klichauski,2021,1515.0,95.769
r-krasnapolski,2021,476.0,34.43
r-kruhlanski,2021,526.0,36.201
r-krychauski,2021,4152.0,188.47
r-mahilouski,2021,31067.0,837.539
r-mscislauski,2021,2363.0,162.446
r-slauharadski,2021,2012.0,117.941
r-chocimski,2021,546.0,40.018
r-chavuski,2021,1667.0,86.921
r-cherykauski,2021,985.0,57.727
r-shklouski,2021,6056.0,275.65
BY-HM,2021,26636.0,215.072
BY,2021,1239970.0,48420.746
r-baranavicki,2022,14644.0,548.222
r-brescki,2022,23705.0,674.471
r-biarozauski,2022,7858.0,374.608
r-hancavicki,2022,1584.0,95.3
r-drahichynski,2022,1740.0,127.608
r-zhabinkauski,2022,2759.0,175.202
r-ivanauski,2022,2108.0,120.805
r-ivacevicki,2022,2953.0,138.257
r-kamianiecki,2022,4767.0,329.904
r-kobrynski,2022,5796.0,279.475
r-luniniecki,2022,7010.0,336.225
r-lachavicki,2022,1401.0,91.567
r-malarycki,2022,2118.0,158.087
r-pinski,2022,10714.0,499.999
r-pruzhanski,2022,2782.0,197.96
r-stolinski,2022,4278.0,285.147
r-arshanski,2022,38059.0,1278.923
r-bieshankovicki,2022,1922.0,122.212
r-braslauski,2022,3306.0,180.337
r-vierchniadzvinski,2022,5788.0,362.187
r-viciebski,2022,45803.0,1179.169
r-haradocki,2022,5117.0,254.618
r-hlybocki,2022,6952.0,422.902
r-dokshycki,2022,5563.0,298.726
r-dubrovienski,2022,6599.0,321.13
r-loznienski,2022,7029.0,411.71
r-lepielski,2022,7088.0,331.038
r-mijorski,2022,3490.0,172.525
r-pastauski,2022,3969.0,247.605
r-polacki,2022,35983.0,966.732
r-rasonski,2022,1212.0,61.29
r-siennienski,2022,7467.0,459.805
r-talachynski,2022,5013.0,310.836
r-ushacki,2022,714.0,47.663
r-chashnicki,2022,4780.0,245.475
r-sharkoushchynski,2022,2365.0,137.965
r-shumilinski,2022,4279.0,214.634
r-akciabrski,2022,1584.0,94.536
r-brahinski,2022,765.0,57.096
r-buda-kashalouski,2022,4890.0,326.769
r-vietkauski,2022,2742.0,172.444
r-homielski,2022,41404.0,1310.685
r-dobrushski,2022,3630.0,228.275
r-jelski,2022,2445.0,139.469
r-zhlobinski,2022,9099.0,316.874
r-zhytkavicki,2022,2498.0,174.807
r-kalinkavicki,2022,3706.0,153.702
r-karmianski,2022,2657.0,165.128
r-lelchycki,2022,1054.0,73.57
r-lojeuski,2022,636.0,43.448
r-mazyrski,2022,19387.0,452.284
r-naraulanski,2022,2682.0,126.099
r-pietrykauski,2022,2621.0,172.663
r-rahachouski,2022,2696.0,141.148
r-rechycki,2022,10533.0,485.52
r-svietlahorski,2022,7791.0,286.834
r-chojnicki,2022,1063.0,73.289
r-chacherski,2022,602.0,44.626
r-astraviecki,2022,8930.0,417.868
r-ashmianski,2022,5636.0,257.393
r-bierastavicki,2022,4179.0,263.736
r-vaukavyski,2022,6435.0,313.385
r-voranauski,2022,3816.0,255.798
r-hrodzienski,2022,34299.0,1248.203
r-dziatlauski,2022,2967.0,170.221
r-zelvienski,2022,1513.0,90.271
r-iujeuski,2022,3734.0,252.786
r-karelicki,2022,2975.0,190.007
r-lidski,2022,11285.0,415.86
r-mastouski,2022,2884.0,124.111
r-navahrudski,2022,5196.0,215.163
r-svislacki,2022,2333.0,150.226
r-slonimski,2022,5588.0,240.887
r-smarhonski,2022,7089.0,320.552
r-shchuchynski,2022,4731.0,303.75
r-barysauski,2022,32037.0,1349.514
r-biarezinski,2022,6531.0,385.093
r-valozhynski,2022,5464.0,348.372
r-vilejski,2022,5069.0,274.749
r-dziarzhynski,2022,13295.0,519.869
r-kapylski,2022,2512.0,143.596
r-klecki,2022,2725.0,169.854
r-krupski,2022,12013.0,665.796
r-lahojski,2022,16515.0,946.333
r-lubanski,2022,6534.0,364.74
r-maladziechanski,2022,10940.0,528.042
r-minski,2022,94450.0,1867.893
r-miadzielski,2022,2591.0,180.819
r-niasvizhski,2022,6831.0,336.661
r-puchavicki,2022,13394.0,689.939
r-salihorski,2022,17121.0,689.426
r-slucki,2022,8544.0,462.946
r-smalavicki,2022,26522.0,927.357
r-staradarozhski,2022,4208.0,237.414
r-staubcouski,2022,4268.0,267.78
r-uzdzienski,2022,4131.0,261.591
r-chervienski,2022,8023.0,450.233
r-asipovicki,2022,5269.0,292.158
r-babrujski,2022,11999.0,431.738
r-bychauski,2022,3409.0,143.765
r-bialynicki,2022,1403.0,96.651
r-hluski,2022,945.0,57.105
r-horacki,2022,3210.0,176.708
r-drybinski,2022,770.0,55.485
r-kasciukovicki,2022,2378.0,142.772
r-kirauski,2022,2784.0,168.409
r-klimavicki,2022,2314.0,111.313
r-klichauski,2022,1462.0,105.513
r-krasnapolski,2022,688.0,48.818
r-kruhlanski,2022,719.0,50.278
r-krychauski,2022,4029.0,181.341
r-mahilouski,2022,26084.0,709.094
r-mscislauski,2022,818.0,58.697
r-slauharadski,2022,1103.0,69.715
r-chocimski,2022,0.0,0.0
r-chavuski,2022,1715.0,107.252
r-cherykauski,2022,839.0,56.211
r-shklouski,2022,4558.0,247.485
BY-HM,2022,26328.0,215.072
BY,2022,947594.0,38508.858
r-baranavicki,2023,12747.0,440.935
r-brescki,2023,22343.0,607.292
r-biarozauski,2023,7146.0,343.568
r-hancavicki,2023,1513.0,82.267
r-drahichynski,2023,1344.0,100.248
r-zhabinkauski,2023,2493.0,166.228
r-ivanauski,2023,1594.0,86.085
r-ivacevicki,2023,4241.0,235.727
r-kamianiecki,2023,3322.0,236.945
r-kobrynski,2023,5796.0,295.223
r-luniniecki,2023,7349.0,350.963
r-lachavicki,2023,1344.0,97.853
r-malarycki,2023,1275.0,95.33
r-pinski,2023,9168.0,406.775
r-pruzhanski,2023,3003.0,216.215
r-stolinski,2023,3403.0,233.749
r-arshanski,2023,42022.0,1342.156
r-bieshankovicki,2023,3637.0,233.962
r-braslauski,2023,6254.0,382.005
r-vierchniadzvinski,2023,10754.0,631.242
r-viciebski,2023,54133.0,1476.059
r-haradocki,2023,8167.0,377.598
r-hlybocki,2023,11285.0,648.413
r-dokshycki,2023,8985.0,509.07
r-dubrovienski,2023,7355.0,352.041
r-loznienski,2023,10500.0,589.529
r-lepielski,2023,9900.0,441.207
r-mijorski,2023,5471.0,216.183
r-pastauski,2023,4805.0,286.483
r-polacki,2023,45797.0,1216.868
r-rasonski,2023,2987.0,171.279
r-siennienski,2023,7228.0,444.813
r-talachynski,2023,4864.0,305.88
r-ushacki,2023,1297.0,86.483
r-chashnicki,2023,6890.0,310.457
r-sharkoushchynski,2023,4141.0,208.281
r-shumilinski,2023,7159.0,355.263
r-akciabrski,2023,2474.0,166.687
r-brahinski,2023,1158.0,82.682
r-buda-kashalouski,2023,2971.0,200.437
r-vietkauski,2023,2884.0,186.615
r-homielski,2023,38654.0,1361.703
r-dobrushski,2023,2861.0,185.486
r-jelski,2023,1927.0,122.978
r-zhlobinski,2023,9817.0,314.267
r-zhytkavicki,2023,2121.0,150.968
r-kalinkavicki,2023,4012.0,165.262
r-karmianski,2023,3378.0,217.261
r-lelchycki,2023,1277.0,91.214
r-lojeuski,2023,737.0,50.326
r-mazyrski,2023,16176.0,426.296
r-naraulanski,2023,1751.0,105.877
r-pietrykauski,2023,2522.0,164.214
r-rahachouski,2023,2907.0,173.083
r-rechycki,2023,12504.0,644.878
r-svietlahorski,2023,7355.0,304.194
r-chojnicki,2023,986.0,69.57
r-chacherski,2023,565.0,41.514
r-astraviecki,2023,10944.0,517.299
r-ashmianski,2023,7212.0,296.927
r-bierastavicki,2023,4152.0,277.6
r-vaukavyski,2023,8109.0,381.291
r-voranauski,2023,6156.0,413.436
r-hrodzienski,2023,34147.0,1285.453
r-dziatlauski,2023,4579.0,280.431
r-zelvienski,2023,1740.0,104.706
r-iujeuski,2023,4901.0,323.228
r-karelicki,2023,4310.0,278.005
r-lidski,2023,13735.0,533.602
r-mastouski,2023,3795.0,185.206
r-navahrudski,2023,7267.0,335.953
r-svislacki,2023,1890.0,122.23
r-slonimski,2023,5656.0,248.108
r-smarhonski,2023,9572.0,441.311
r-shchuchynski,2023,6891.0,452.837
r-barysauski,2023,37253.0,1586.132
r-biarezinski,2023,4758.0,283.238
r-valozhynski,2023,9340.0,581.704
r-vilejski,2023,12525.0,697.615
r-dziarzhynski,2023,18894.0,828.128
r-kapylski,2023,3295.0,210.787
r-klecki,2023,4943.0,321.27
r-krupski,2023,13288.0,777.394
r-lahojski,2023,28299.0,1455.924
r-lubanski,2023,5767.0,321.464
r-maladziechanski,2023,19692.0,986.294
r-minski,2023,117254.0,1997.64
r-miadzielski,2023,12408.0,835.201
r-niasvizhski,2023,6639.0,368.046
r-puchavicki,2023,15286.0,792.12
r-salihorski,2023,17328.0,725.993
r-slucki,2023,9650.0,444.275
r-smalavicki,2023,37132.0,1132.596
r-staradarozhski,2023,3552.0,216.461
r-staubcouski,2023,3223.0,205.901
r-uzdzienski,2023,3666.0,256.473
r-chervienski,2023,7914.0,454.354
r-asipovicki,2023,5465.0,288.084
r-babrujski,2023,10072.0,382.137
r-bychauski,2023,3116.0,140.192
r-bialynicki,2023,1710.0,121.903
r-hluski,2023,809.0,54.509
r-horacki,2023,4181.0,223.945
r-drybinski,2023,791.0,56.998
r-kasciukovicki,2023,2551.0,118.584
r-kirauski,2023,2381.0,144.202
r-klimavicki,2023,3397.0,146.966
r-klichauski,2023,923.0,67.113
r-krasnapolski,2023,378.0,27.746
r-kruhlanski,2023,707.0,50.781
r-krychauski,2023,6441.0,271.983
r-mahilouski,2023,28551.0,794.432
r-mscislauski,2023,1462.0,104.735
r-slauharadski,2023,1138.0,68.712
r-chocimski,2023,7.0,0.512
r-chavuski,2023,1873.0,117.928
r-cherykauski,2023,899.0,56.723
r-shklouski,2023,4963.0,256.098
BY-HM,2023,26445.0,215.072
BY,2023,1110195.0,45651.686
r-baranavicki,2024,14778.0,559.0
r-brescki,2024,24757.0,691.408
r-biarozauski,2024,8097.0,403.77
r-hancavicki,2024,2134.0,105.179
r-drahichynski,2024,2155.0,158.675
r-zhabinkauski,2024,3701.0,249.13
r-ivanauski,2024,3826.0,238.84
r-ivacevicki,2024,5585.0,329.522
r-kamianiecki,2024,4393.0,321.983
r-kobrynski,2024,5383.0,249.866
r-luniniecki,2024,9912.0,440.055
r-lachavicki,2024,2318.0,169.547
r-malarycki,2024,2619.0,193.911
r-pinski,2024,13136.0,651.03
r-pruzhanski,2024,4613.0,329.782
r-stolinski,2024,8154.0,485.831
r-arshanski,2024,30319.0,1084.837
r-bieshankovicki,2024,1985.0,121.216
r-braslauski,2024,5102.0,308.393
r-vierchniadzvinski,2024,5059.0,289.954
r-viciebski,2024,40471.0,1188.805
r-haradocki,2024,4908.0,273.014
r-hlybocki,2024,5553.0,288.592
r-dokshycki,2024,5533.0,310.805
r-dubrovienski,2024,6463.0,316.703
r-loznienski,2024,6683.0,410.903
r-lepielski,2024,5080.0,251.808
r-mijorski,2024,4776.0,223.451
r-pastauski,2024,5086.0,259.918
r-polacki,2024,36779.0,902.084
r-rasonski,2024,2272.0,139.376
r-siennienski,2024,4720.0,292.094
r-talachynski,2024,3965.0,252.275
r-ushacki,2024,937.0,59.955
r-chashnicki,2024,4519.0,216.988
r-sharkoushchynski,2024,4455.0,235.128
r-shumilinski,2024,4535.0,242.562
r-akciabrski,2024,8502.0,553.726
r-brahinski,2024,5476.0,392.034
r-buda-kashalouski,2024,6590.0,429.611
r-vietkauski,2024,4948.0,300.788
r-homielski,2024,50698.0,1694.363
r-dobrushski,2024,5571.0,345.045
r-jelski,2024,4681.0,311.329
r-zhlobinski,2024,13401.0,523.592
r-zhytkavicki,2024,5241.0,331.811
r-kalinkavicki,2024,12230.0,640.461
r-karmianski,2024,5647.0,357.914
r-lelchycki,2024,3540.0,247.613
r-lojeuski,2024,2052.0,134.042
r-mazyrski,2024,20721.0,533.361
r-naraulanski,2024,2604.0,143.146
r-pietrykauski,2024,5693.0,334.953
r-rahachouski,2024,6865.0,427.781
r-rechycki,2024,15228.0,739.557
r-svietlahorski,2024,12490.0,567.395
r-chojnicki,2024,3053.0,198.469
r-chacherski,2024,1066.0,69.54
r-astraviecki,2024,12285.0,566.847
r-ashmianski,2024,7948.0,342.903
r-bierastavicki,2024,4250.0,283.823
r-vaukavyski,2024,9624.0,452.223
r-voranauski,2024,4902.0,319.895
r-hrodzienski,2024,37189.0,1351.029
r-dziatlauski,2024,5697.0,371.095
r-zelvienski,2024,3206.0,207.37
r-iujeuski,2024,4042.0,268.006
r-karelicki,2024,7364.0,470.655
r-lidski,2024,13579.0,524.534
r-mastouski,2024,4480.0,224.185
r-navahrudski,2024,7158.0,372.65
r-svislacki,2024,2464.0,162.194
r-slonimski,2024,6278.0,289.898
r-smarhonski,2024,9017.0,403.767
r-shchuchynski,2024,6751.0,438.606
r-barysauski,2024,35803.0,1528.256
r-biarezinski,2024,10385.0,625.002
r-valozhynski,2024,8286.0,502.629
r-vilejski,2024,11519.0,666.461
r-dziarzhynski,2024,21025.0,916.077
r-kapylski,2024,6980.0,463.02
r-klecki,2024,7243.0,460.189
r-krupski,2024,9436.0,561.81
r-lahojski,2024,22457.0,1168.325
r-lubanski,2024,9028.0,514.113
r-maladziechanski,2024,19833.0,916.761
r-minski,2024,120476.0,1983.156
r-miadzielski,2024,6546.0,433.826
r-niasvizhski,2024,9388.0,504.14
r-puchavicki,2024,22611.0,1119.969
r-salihorski,2024,22461.0,1008.744
r-slucki,2024,18731.0,885.718
r-smalavicki,2024,41899.0,1226.674
r-staradarozhski,2024,8628.0,504.464
r-staubcouski,2024,12339.0,685.113
r-uzdzienski,2024,6576.0,405.086
r-chervienski,2024,12080.0,657.414
r-asipovicki,2024,7859.0,403.083
r-babrujski,2024,15589.0,583.145
r-bychauski,2024,4288.0,172.458
r-bialynicki,2024,2693.0,174.627
r-hluski,2024,1424.0,85.682
r-horacki,2024,4510.0,209.386
r-drybinski,2024,1258.0,73.639
r-kasciukovicki,2024,3626.0,138.107
r-kirauski,2024,8773.0,379.331
r-klimavicki,2024,3778.0,182.71
r-klichauski,2024,2725.0,176.164
r-krasnapolski,2024,1131.0,74.506
r-kruhlanski,2024,865.0,59.334
r-krychauski,2024,6455.0,262.333
r-mahilouski,2024,35720.0,1016.707
r-mscislauski,2024,2394.0,129.018
r-slauharadski,2024,1531.0,91.797
r-chocimski,2024,1027.0,71.303
r-chavuski,2024,2273.0,120.974
r-cherykauski,2024,1628.0,98.121
r-shklouski,2024,5715.0,292.438
BY-HM,2024,26560.0,215.072
BY,2024,1237128.0,52528.846
