SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,TPopulation1Jan,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,Q5,Q0040,Q0040Male,Q0040Female,Q0060,Q0060Male,Q0060Female,Q1550,Q1550Male,Q1550Female,Q1560,Q1560Male,Q1560Female,NetMigrations,CNMR
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2062,6645.004,6608.835,3135.154,3473.682,32.5703,90.2545,49.8216,-71.085,-10.756,-72.338,-1.095,,40.774,0.671,6.17,1.4156,0.6839,31.195,106,111.859,52.35,59.51,16.926,80.8309,77.4411,84.2368,65.9605,62.5718,69.3641,19.9054,17.9071,21.5853,9.2766,8.53,9.7194,0.039,0.9577,40.741,0.049,1.1919,15.5866,21.7291,9.0752,85.8925,123.4301,46.4875,36.8586,53.1556,19.627,84.3602,121.8794,44.9828,-1.259,-0.19
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2063,6572.666,6536.558,3103.135,3433.423,32.2141,90.3802,50.1433,-70.673,-10.812,-72.216,-1.105,,40.681,0.67,6.224,1.4195,0.6858,31.195,106,111.354,52.129,59.225,17.036,80.9865,77.6321,84.362,66.1138,62.7603,69.4872,20.0035,18.0259,21.6769,9.3305,8.591,9.7759,0.038,0.9405,40.648,0.048,1.1696,15.2922,21.3096,8.913,84.4277,121.3095,45.7031,36.2054,52.202,19.2918,82.9232,119.7881,44.2242,-1.541,-0.236
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2064,6500.45,6464.519,3071.222,3393.296,31.859,90.5085,50.4854,-70.278,-10.872,-71.862,-1.112,,40.659,0.664,6.289,1.4211,0.6866,31.195,106,110.937,51.928,59.01,17.161,81.1381,77.8184,84.4834,66.2634,62.9448,69.6066,20.0995,18.1425,21.7658,9.383,8.651,9.8306,0.038,0.926,40.627,0.047,1.1507,15.012,20.912,8.757,83.0154,119.2646,44.9474,35.5733,51.283,18.9689,81.5351,117.7669,43.4929,-1.585,-0.245
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2065,6428.588,6392.854,3039.488,3353.365,31.5059,90.64,50.8381,-69.795,-10.918,-71.469,-1.118,,40.747,0.656,6.374,1.4225,0.6873,31.195,106,110.542,51.746,58.796,17.292,81.2916,78.0029,84.6099,66.4148,63.1272,69.7309,20.1977,18.2569,21.8587,9.4363,8.7078,9.8882,0.037,0.9105,40.715,0.046,1.1305,14.7304,20.5171,8.5951,81.6147,117.241,44.1722,34.9412,50.3748,18.6388,80.1601,115.7672,42.745,-1.667,-0.261
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2066,6357.119,6321.65,3007.99,3313.66,31.1549,90.7755,51.1931,-69.205,-10.948,-70.939,-1.122,,41.029,0.643,6.49,1.4276,0.6899,31.196,106,110.234,51.578,58.656,17.438,81.4362,78.1786,84.7274,66.5576,63.3014,69.8465,20.2903,18.3667,21.945,9.4864,8.7639,9.9414,0.037,0.8981,40.998,0.046,1.1141,14.4703,20.1506,8.4474,80.3045,115.3379,43.4536,34.3498,49.5196,18.3319,78.8713,113.8839,42.0494,-1.74,-0.275
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2067,6286.18,6251.087,2976.831,3274.256,30.8072,90.9163,51.5489,-68.572,-10.969,-70.186,-1.123,,41.319,0.627,6.61,1.431,0.6917,31.197,106,109.891,51.387,58.504,17.579,81.5797,78.3529,84.844,66.6994,63.4739,69.9615,20.3837,18.4773,22.0317,9.5388,8.8225,9.9965,0.037,0.8851,41.288,0.045,1.0973,14.2203,19.7973,8.3066,79.0293,113.4978,42.7619,33.7832,48.6968,18.0363,77.6176,112.0652,41.3792,-1.619,-0.259
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2068,6215.994,6181.422,2946.136,3235.285,30.4639,91.0627,51.9034,-67.84,-10.975,-69.145,-1.119,,41.657,0.609,6.739,1.435,0.6936,31.197,106,109.497,51.177,58.32,17.714,81.7303,78.5331,84.968,66.8481,63.6524,70.0834,20.481,18.5897,22.1235,9.5919,8.8787,10.0539,0.036,0.8715,41.626,0.045,1.0794,13.9554,19.4269,8.1533,77.6837,111.5723,42.0247,33.1902,47.834,17.7227,76.2952,110.1601,40.6678,-1.3,-0.21
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2069,6146.849,6112.59,2915.878,3196.712,30.1246,91.2149,52.2593,-67.105,-10.978,-68.518,-1.121,,41.944,0.587,6.862,1.4368,0.6945,31.197,106,109.049,50.934,58.115,17.84,81.879,78.7091,85.0929,66.9951,63.8267,70.2065,20.5801,18.7033,22.2171,9.6471,8.9382,10.1123,0.036,0.8586,41.913,0.044,1.0628,13.7112,19.0882,8.0093,76.4177,109.7839,41.3097,32.6415,47.0456,17.4212,75.0508,108.3927,39.9749,-1.419,-0.232
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2070,6078.331,6044.486,2886.012,3158.474,29.789,91.3736,52.5856,-66.348,-10.977,-67.691,-1.12,,42.259,0.567,6.991,1.4403,0.6962,31.198,106,108.607,50.685,57.922,17.968,82.0177,78.8762,85.2063,67.1323,63.9924,70.3183,20.6734,18.8118,22.303,9.7003,8.9965,10.1676,0.036,0.8477,42.228,0.044,1.0485,13.4882,18.7744,7.8823,75.2486,108.1055,40.6798,32.132,46.3035,17.1555,73.9003,106.7314,39.3651,-1.347,-0.223
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2071,6010.64,5977.05,2856.514,3120.536,29.4567,91.5392,52.8647,-65.658,-10.985,-67.181,-1.124,,42.507,0.543,7.112,1.443,0.6977,31.198,106,108.165,50.434,57.731,18.097,82.1492,79.0346,85.3142,67.2622,64.1493,70.4247,20.7614,18.9146,22.3842,9.7495,9.051,10.2184,0.036,0.8368,42.477,0.044,1.0344,13.2768,18.4775,7.7616,74.1489,106.5297,40.0728,31.6525,45.6106,16.8992,72.8189,105.1744,38.7756,-1.514,-0.253
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2072,5943.459,5910.45,2827.446,3083.004,29.1284,91.7108,53.0708,-64.829,-10.968,-66.017,-1.117,,42.671,0.522,7.22,1.4452,0.6988,31.198,106,107.5,50.108,57.392,18.188,82.2923,79.2023,85.435,67.4038,64.3156,70.5441,20.8579,19.0231,22.4761,9.8057,9.1078,10.2775,0.035,0.8263,42.641,0.043,1.0206,13.0528,18.1658,7.6304,72.9768,104.8635,39.4116,31.1405,44.8763,16.6197,71.6652,103.5256,38.1337,-1.183,-0.2
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2073,5877.442,5844.722,2798.809,3045.914,28.8045,91.8873,53.2167,-64.048,-10.958,-65.439,-1.12,,42.766,0.502,7.317,1.4478,0.7001,31.199,106,106.814,49.778,57.036,18.275,82.4242,79.357,85.5467,67.5344,64.469,70.6544,20.9472,19.1236,22.5614,9.8587,9.1613,10.3331,0.035,0.817,42.736,0.043,1.0082,12.8499,17.8831,7.5122,71.9082,103.3454,38.8116,30.6746,44.2077,16.3657,70.613,102.0233,37.5506,-1.397,-0.239
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2074,5812.003,5779.793,2770.562,3009.231,28.4845,92.0688,53.3109,-63.228,-10.94,-64.42,-1.115,,42.75,0.482,7.396,1.4502,0.7013,31.199,106,105.978,49.364,56.613,18.336,82.5605,79.5186,85.6599,67.6693,64.6293,70.766,21.0393,19.2294,22.6473,9.912,9.2184,10.3879,0.034,0.8062,42.721,0.042,0.9943,12.6404,17.5927,7.3883,70.8042,101.7815,38.1976,30.1963,43.5196,16.1072,69.5271,100.4759,36.9563,-1.201,-0.208
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2075,5747.583,5715.777,2742.74,2973.037,28.169,92.2538,53.3697,-62.35,-10.908,-63.612,-1.113,,42.615,0.466,7.456,1.4525,0.7024,31.199,106,104.965,48.905,56.059,18.364,82.6987,79.6802,85.7764,67.8059,64.7892,70.8812,21.1336,19.335,22.737,9.9672,9.2746,10.4472,0.034,0.7951,42.586,0.042,0.98,12.433,17.3025,7.2687,69.7074,100.2334,37.589,29.7239,42.8428,15.8496,68.4488,98.9473,36.3649,-1.248,-0.218
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2076,5683.971,5652.578,2715.275,2937.303,27.8576,92.4411,53.3952,-61.472,-10.875,-62.786,-1.111,,42.344,0.451,7.491,1.4544,0.7034,31.2,106,103.816,48.39,55.426,18.366,82.8379,79.8422,85.8946,67.9438,64.9499,70.9979,21.2288,19.441,22.8276,10.0226,9.3314,10.5062,0.033,0.7851,42.316,0.041,0.967,12.2263,17.0162,7.1464,68.6104,98.6893,36.9686,29.2489,42.1655,15.5874,67.3691,97.4199,35.7621,-1.316,-0.233
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2077,5621.185,5590.076,2688.097,2901.978,27.5495,92.6298,53.3443,-60.739,-10.865,-62.219,-1.113,,41.873,0.439,7.491,1.4539,0.7032,31.199,106,102.612,47.851,54.761,18.356,82.9674,79.9949,86.0027,68.072,65.1014,71.1047,21.3171,19.5412,22.9102,10.0739,9.3853,10.5593,0.033,0.7759,41.845,0.04,0.9551,12.0348,16.7496,7.0343,67.5955,97.2483,36.3988,28.8081,41.534,15.3467,66.3701,95.9947,35.2083,-1.48,-0.265
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2078,5558.966,5528.406,2661.247,2867.158,27.2456,92.8183,53.199,-59.815,-10.82,-61.121,-1.106,,41.36,0.429,7.481,1.4565,0.7045,31.2,106,101.175,47.237,53.938,18.301,83.1009,80.1501,86.1161,68.2042,65.2554,71.2167,21.4105,19.6452,22.9986,10.1295,9.4424,10.618,0.032,0.7671,41.333,0.039,0.9436,11.8509,16.496,6.9242,66.6066,95.8383,35.8391,28.3812,40.9227,15.1135,65.3964,94.5977,34.6661,-1.308,-0.237
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2079,5497.845,5467.664,2634.729,2832.934,26.9462,93.0035,53.0271,-58.972,-10.786,-60.363,-1.104,,40.67,0.423,7.438,1.4568,0.7046,31.2,106,99.642,46.605,53.037,18.224,83.2305,80.2986,86.2286,68.3328,65.403,71.3281,21.5011,19.7448,23.0862,10.1831,9.4966,10.6754,0.031,0.7596,40.644,0.038,0.9336,11.6751,16.2549,6.8172,65.6545,94.4968,35.2822,27.9705,40.342,14.8812,64.458,93.2686,34.1243,-1.381,-0.253
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2080,5437.482,5407.683,2608.433,2799.25,26.6506,93.1833,52.8508,-58.107,-10.745,-59.598,-1.102,,39.896,0.416,7.378,1.4579,0.7052,31.2,106,98.003,45.955,52.049,18.123,83.3546,80.4397,86.338,68.4559,65.5431,71.4363,21.5886,19.84,23.1719,10.2369,9.5498,10.7327,0.03,0.7524,39.87,0.037,0.924,11.5101,16.0298,6.7158,64.7568,93.2407,34.7533,27.5839,39.7976,14.66,63.5733,92.0243,33.6096,-1.496,-0.277
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2081,5377.884,5348.627,2582.408,2766.219,26.3596,93.3552,52.6754,-57.026,-10.662,-58.514,-1.094,,39.085,0.414,7.307,1.4609,0.7068,31.2,106,96.111,45.205,50.905,17.969,83.4994,80.604,86.464,68.5995,65.7063,71.561,21.6909,19.9505,23.271,10.299,9.6101,10.7993,0.029,0.7438,39.06,0.036,0.9128,11.3195,15.7682,6.6003,63.7195,91.7835,34.1524,27.1387,39.1682,14.4087,62.5512,90.581,33.0252,-1.484,-0.277
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2082,5319.37,5290.581,2556.68,2733.901,26.0735,93.5177,52.507,-56.131,-10.61,-57.578,-1.088,,38.169,0.412,7.214,1.4626,0.7077,31.201,106,94.3,44.49,49.81,17.824,83.6268,80.7501,86.5743,68.7257,65.8515,71.6699,21.781,20.0499,23.357,10.3536,9.6664,10.8557,0.028,0.7353,38.145,0.035,0.9017,11.1516,15.5407,6.4954,62.8113,90.5112,33.6201,26.7487,38.6175,14.1877,61.6576,89.321,32.5097,-1.448,-0.274
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2083,5261.792,5233.511,2531.2,2702.311,25.7923,93.668,52.3532,-55.111,-10.531,-56.561,-1.081,,37.19,0.414,7.106,1.4636,0.7082,31.201,106,92.301,43.751,48.55,17.637,83.7701,80.9075,86.7043,68.8677,66.0078,71.7986,21.8835,20.1558,23.4598,10.4167,9.724,10.9257,0.027,0.7269,37.167,0.034,0.8906,10.9688,15.2948,6.3793,61.8159,89.1377,33.0163,26.322,38.0256,13.935,60.6771,87.9607,31.9227,-1.459,-0.279
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2084,5205.231,5177.397,2505.946,2671.451,25.5157,93.8047,52.2226,-54.269,-10.482,-55.668,-1.075,,36.186,0.414,6.989,1.4643,0.7086,31.201,106,90.455,43.043,47.412,17.471,83.8963,81.0527,86.813,68.993,66.152,71.9062,21.9735,20.2549,23.5451,10.4717,9.7805,10.9823,0.026,0.7195,36.164,0.032,0.8809,10.8075,15.0735,6.2814,60.9338,87.8978,32.5048,25.9434,37.49,13.7215,59.8081,86.7333,31.425,-1.391,-0.269
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2085,5149.563,5122.14,2480.882,2641.258,25.2434,93.928,52.1197,-53.483,-10.441,-54.846,-1.071,,35.193,0.417,6.871,1.4652,0.709,31.201,106,88.676,42.386,46.29,17.312,84.0193,81.1939,86.9189,69.1151,66.2925,72.0111,22.0609,20.3502,23.6288,10.5253,9.833,11.0391,0.025,0.7136,35.172,0.031,0.873,10.6516,14.8584,6.1882,60.074,86.6792,32.0179,25.5734,36.9622,13.5177,58.9593,85.5238,30.9512,-1.376,-0.269
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2086,5094.717,5067.766,2456.014,2611.752,24.9754,94.037,52.0463,-52.723,-10.404,-53.902,-1.064,,34.225,0.419,6.753,1.4659,0.7094,31.201,106,86.948,41.746,45.202,17.157,84.1441,81.3362,87.0274,69.2388,66.4338,72.1185,22.1501,20.4476,23.7144,10.5805,9.8887,11.0963,0.024,0.7062,34.204,0.03,0.8634,10.4957,14.6457,6.0924,59.2202,85.4855,31.5172,25.2076,36.4475,13.3086,58.1185,84.3424,30.4639,-1.177,-0.232
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2087,5040.815,5014.225,2431.318,2582.906,24.7116,94.1311,52.006,-51.979,-10.366,-53.18,-1.061,,33.365,0.423,6.654,1.469,0.7109,31.201,106,85.344,41.179,44.165,17.02,84.2676,81.4737,87.1384,69.3612,66.5704,72.2281,22.2384,20.5409,23.8018,10.6342,9.94,11.1548,0.023,0.698,33.345,0.029,0.8528,10.3407,14.4389,5.992,58.3801,84.3257,31.0089,24.8493,35.9492,13.0975,57.2925,83.1942,29.9724,-1.191,-0.238
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2088,4987.635,4961.454,2406.769,2554.686,24.4515,94.21,51.9998,-51.329,-10.346,-52.362,-1.055,,32.513,0.426,6.553,1.4696,0.7112,31.201,106,83.842,40.645,43.197,16.899,84.3936,81.6144,87.251,69.4862,66.7101,72.3396,22.3292,20.6371,23.891,10.6903,9.9943,11.2153,0.023,0.6905,32.494,0.028,0.8431,10.1868,14.2312,5.8951,57.5375,83.1592,30.5032,24.4892,35.4478,12.8861,56.4628,82.0399,29.4805,-1.031,-0.208
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2089,4935.273,4909.294,2382.305,2526.988,24.1944,94.2745,52.0268,-50.797,-10.347,-51.959,-1.058,,31.718,0.428,6.461,1.4689,0.711,31.201,106,82.515,40.182,42.333,16.808,84.5183,81.7541,87.3616,69.61,66.8491,72.4491,22.4189,20.7321,23.9793,10.7462,10.0472,11.2763,0.022,0.6844,31.7,0.027,0.835,10.0365,14.0266,5.8023,56.7059,81.9948,30.0191,24.1323,34.9449,12.6833,55.6425,80.8847,29.0099,-1.171,-0.238
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2090,4883.314,4857.564,2357.865,2499.698,23.9395,94.326,52.0846,-50.257,-10.346,-51.501,-1.06,,31.074,0.432,6.397,1.4711,0.7121,31.202,106,81.331,39.752,41.578,16.743,84.6483,81.8984,87.4782,69.7389,66.9924,72.5646,22.5134,20.8318,24.0722,10.8058,10.1052,11.3402,0.021,0.6764,31.056,0.026,0.8248,9.8826,13.8196,5.7046,55.8619,80.8302,29.5096,23.7716,34.4444,12.4701,54.812,79.7329,28.5144,-1.242,-0.256
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2091,4831.813,4806.297,2333.498,2472.799,23.6868,94.3667,52.1677,-49.949,-10.392,-51.032,-1.062,,30.5,0.433,6.346,1.4721,0.7126,31.202,106,80.449,39.447,41.002,16.738,84.7663,82.0285,87.5853,69.8559,67.1216,72.6707,22.5986,20.9204,24.1575,10.8583,10.1539,11.3983,0.02,0.6698,30.483,0.025,0.8161,9.7422,13.6305,5.6158,55.0904,79.7666,29.0419,23.4429,33.9895,12.2744,54.0523,78.6807,28.059,-1.081,-0.225
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2092,4780.781,4755.353,2309.175,2446.177,23.4358,94.3993,52.2727,-49.711,-10.454,-50.856,-1.069,,30.013,0.434,6.311,1.4724,0.7128,31.202,106,79.724,39.173,40.551,16.765,84.8862,82.1619,87.6924,69.975,67.2543,72.777,22.6856,21.0121,24.2432,10.9131,10.2068,11.4571,0.02,0.6644,29.996,0.025,0.8089,9.6033,13.4424,5.529,54.3161,78.6923,28.5812,23.1108,33.5256,12.0813,53.2881,77.6152,27.6097,-1.145,-0.241
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2093,4729.925,4704.489,2284.812,2419.676,23.1851,94.4263,52.3978,-49.507,-10.524,-50.873,-1.081,,29.655,0.433,6.303,1.4743,0.7138,31.202,106,79.162,38.956,40.205,16.827,85.0103,82.2978,87.8057,70.0981,67.3892,72.8891,22.776,21.1054,24.3339,10.9697,10.259,11.5197,0.02,0.6565,29.638,0.024,0.7988,9.4588,13.2495,5.4358,53.5263,77.6059,28.1014,22.7749,33.0613,11.8811,52.5116,76.5409,27.1445,-1.37,-0.291
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2094,4679.052,4653.766,2260.476,2393.291,22.9351,94.4505,52.539,-49.341,-10.602,-50.571,-1.087,,29.394,0.432,6.316,1.4768,0.715,31.202,106,78.735,38.759,39.976,16.918,85.1385,82.44,87.9203,70.2252,67.5303,73.0026,22.8699,21.2039,24.4262,11.0293,10.3159,11.5842,0.019,0.6491,29.378,0.023,0.7894,9.3135,13.0517,5.3459,52.7236,76.4918,27.6251,22.4329,32.5848,11.6812,51.7215,75.4398,26.6803,-1.224,-0.263
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2095,4628.481,4603.212,2236.22,2366.992,22.686,94.4752,52.6922,-49.333,-10.717,-50.539,-1.098,,29.211,0.428,6.346,1.479,0.716,31.203,106,78.544,38.649,39.895,17.063,85.2543,82.5671,88.0258,70.3403,67.6568,73.1073,22.9545,21.2916,24.511,11.0828,10.3666,11.6429,0.019,0.6441,29.195,0.023,0.7828,9.1834,12.8771,5.2631,51.9963,75.4894,27.1854,22.1211,32.1522,11.4968,51.0037,74.4454,26.2516,-1.212,-0.263
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2096,4577.942,4552.796,2212.048,2340.748,22.4375,94.5018,52.8538,-49.359,-10.841,-50.293,-1.105,,29.068,0.424,6.385,1.4795,0.7162,31.203,106,78.427,38.564,39.863,17.226,85.3751,82.6975,88.138,70.4602,67.7864,73.2186,23.0431,21.3812,24.6016,11.139,10.4171,11.7065,0.019,0.638,29.052,0.023,0.7748,9.0488,12.6969,5.1769,51.2499,74.4666,26.7281,21.8027,31.714,11.3048,50.2682,73.4328,25.8059,-0.928,-0.204
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2097,4527.649,4502.446,2187.961,2314.485,22.1894,94.5334,53.0212,-49.427,-10.978,-50.407,-1.12,,28.975,0.418,6.435,1.4792,0.7161,31.203,106,78.402,38.471,39.931,17.413,85.4942,82.831,88.2431,70.5786,67.9193,73.3228,23.1304,21.474,24.6864,11.1949,10.4717,11.7656,0.018,0.633,28.959,0.022,0.7681,8.9176,12.518,5.0963,50.5136,73.4368,26.2997,21.4866,31.2691,11.1251,49.5413,72.4111,25.3882,-0.987,-0.219
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2098,4477.242,4452.024,2163.912,2288.112,21.9409,94.572,53.1908,-49.402,-11.096,-50.437,-1.133,,28.96,0.41,6.505,1.4807,0.7169,31.203,106,78.362,38.385,39.977,17.601,85.6201,82.9664,88.3602,70.7036,68.0538,73.4389,23.2234,21.5678,24.7815,11.2552,10.5254,11.8332,0.018,0.6265,28.945,0.022,0.7597,8.7811,12.3353,5.0088,49.7561,72.3984,25.8366,21.1636,30.8245,10.9305,48.7953,71.3835,24.9372,-1.03,-0.231
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2099,4426.805,4401.466,2139.883,2261.583,21.6917,94.6188,53.3593,-49.368,-11.217,-50.679,-1.151,,29.003,0.403,6.589,1.4835,0.7183,31.203,106,78.371,38.285,40.086,17.806,85.7404,83.0983,88.4695,70.823,68.1848,73.5474,23.3123,21.6601,24.8697,11.3124,10.5799,11.8945,0.018,0.6202,28.988,0.022,0.7516,8.651,12.1607,4.926,49.0337,71.407,25.3961,20.8556,30.3997,10.7458,48.0838,70.4031,24.5076,-1.312,-0.298
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2100,4376.126,4350.962,2115.984,2234.977,21.4428,94.6759,53.5226,-49.284,-11.327,-50.329,-1.157,,29.06,0.394,6.679,1.4865,0.7198,31.204,106,78.344,38.172,40.172,18.006,85.8591,83.2259,88.58,70.9409,68.3118,73.657,23.4003,21.749,24.9596,11.3699,10.6324,11.9584,0.018,0.6151,29.045,0.022,0.7449,8.5258,11.994,4.8448,48.3309,70.4447,24.9653,20.5545,29.9848,10.5648,47.3904,69.4486,24.0879,-1.043,-0.24
185,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2101,4325.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
